sample	graph_path	lib_path	primitive_only	S_bounds	target_n	max_nodes_to_shift	high_constraint	low_constraint	trajectories	output_path
1767	./benchmark/4-input-boolean-circuits/1767	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/1767
32058	./benchmark/4-input-boolean-circuits/32058	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/32058
34352	./benchmark/4-input-boolean-circuits/34352	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/34352
13742	./benchmark/4-input-boolean-circuits/13742	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/13742
15412	./benchmark/4-input-boolean-circuits/15412	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/15412
40287	./benchmark/4-input-boolean-circuits/40287	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/40287
51561	./benchmark/4-input-boolean-circuits/51561	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/51561
31534	./benchmark/4-input-boolean-circuits/31534	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/31534
38421	./benchmark/4-input-boolean-circuits/38421	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/38421
55448	./benchmark/4-input-boolean-circuits/55448	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/55448
2064	./benchmark/4-input-boolean-circuits/2064	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/2064
45681	./benchmark/4-input-boolean-circuits/45681	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/45681
45829	./benchmark/4-input-boolean-circuits/45829	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/45829
55816	./benchmark/4-input-boolean-circuits/55816	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/55816
30485	./benchmark/4-input-boolean-circuits/30485	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/30485
19348	./benchmark/4-input-boolean-circuits/19348	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/19348
65265	./benchmark/4-input-boolean-circuits/65265	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/65265
55069	./benchmark/4-input-boolean-circuits/55069	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/55069
13811	./benchmark/4-input-boolean-circuits/13811	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/13811
46076	./benchmark/4-input-boolean-circuits/46076	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/46076
6246	./benchmark/4-input-boolean-circuits/6246	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/6246
33484	./benchmark/4-input-boolean-circuits/33484	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/33484
18834	./benchmark/4-input-boolean-circuits/18834	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/18834
61601	./benchmark/4-input-boolean-circuits/61601	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/61601
43104	./benchmark/4-input-boolean-circuits/43104	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/43104
47762	./benchmark/4-input-boolean-circuits/47762	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/47762
8726	./benchmark/4-input-boolean-circuits/8726	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/8726
62220	./benchmark/4-input-boolean-circuits/62220	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/62220
17289	./benchmark/4-input-boolean-circuits/17289	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/17289
31773	./benchmark/4-input-boolean-circuits/31773	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/31773
36764	./benchmark/4-input-boolean-circuits/36764	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/36764
53423	./benchmark/4-input-boolean-circuits/53423	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/53423
2956	./benchmark/4-input-boolean-circuits/2956	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/2956
1340	./benchmark/4-input-boolean-circuits/1340	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/1340
10373	./benchmark/4-input-boolean-circuits/10373	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/10373
50457	./benchmark/4-input-boolean-circuits/50457	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/50457
44033	./benchmark/4-input-boolean-circuits/44033	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/44033
276	./benchmark/4-input-boolean-circuits/276	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/276
52550	./benchmark/4-input-boolean-circuits/52550	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/52550
49782	./benchmark/4-input-boolean-circuits/49782	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/49782
34335	./benchmark/4-input-boolean-circuits/34335	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/34335
17385	./benchmark/4-input-boolean-circuits/17385	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/17385
42970	./benchmark/4-input-boolean-circuits/42970	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/42970
5353	./benchmark/4-input-boolean-circuits/5353	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/5353
37740	./benchmark/4-input-boolean-circuits/37740	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/37740
45536	./benchmark/4-input-boolean-circuits/45536	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/45536
16292	./benchmark/4-input-boolean-circuits/16292	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/16292
52116	./benchmark/4-input-boolean-circuits/52116	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/52116
44824	./benchmark/4-input-boolean-circuits/44824	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/44824
47604	./benchmark/4-input-boolean-circuits/47604	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/47604
30304	./benchmark/4-input-boolean-circuits/30304	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/30304
59730	./benchmark/4-input-boolean-circuits/59730	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/59730
54847	./benchmark/4-input-boolean-circuits/54847	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/54847
62187	./benchmark/4-input-boolean-circuits/62187	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/62187
41284	./benchmark/4-input-boolean-circuits/41284	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/41284
13651	./benchmark/4-input-boolean-circuits/13651	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/13651
44903	./benchmark/4-input-boolean-circuits/44903	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/44903
47382	./benchmark/4-input-boolean-circuits/47382	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/47382
30215	./benchmark/4-input-boolean-circuits/30215	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/30215
44531	./benchmark/4-input-boolean-circuits/44531	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/44531
3310	./benchmark/4-input-boolean-circuits/3310	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/3310
50508	./benchmark/4-input-boolean-circuits/50508	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/50508
15553	./benchmark/4-input-boolean-circuits/15553	./lib	True	3,7		5	2,2	4	1	./results/4-input-boolean-circuits/15553
